Compound,Life_extended,CAS Number,SMILES,PubChem_Common_Name,PubChem_CID
,0,,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,Fenoterol hydrobromide,5702161
,0,,Cl.NO,Hydroxylamine hydrochloride,443297
,0,,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,Opipramol dihydrochloride,71587
,0,,Cl.OCc1cnc[nH]1,Imidazol-4-ylmethanol hydrochloride,122926
,0,,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,salmeterol xinafoate,56801
,0,,Br.Br.N=C(N)SCCc1cccc(CCSC(=N)N)c1,"1,3-PBIT dihydrobromide",11957662
,0,,Br.Br.N=C(N)SCCc1ccc(CCSC(=N)N)cc1,157254-60-9,11957667
,0,,Cl.Nc1c2c(nc3ccccc13)CCCC2,Tacrine hydrochloride,2723754
,0,,O=C(O)C=CC(=O)O.O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,SCHEMBL4266387,57357435
,0,,[Cl-].c1ccc2c(c1)[I+]c1ccccc1-2,Diphenyleneiodonium chloride,2733504
,0,,CS(=O)(=O)O.Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1C(CN1CCOCC1)CO3,137795-17-6,19366775
,0,,Cl.NCCNC(=O)c1ncsc1-c1cccc(F)c1,127917-66-2,5311308
,0,,Cl.c1ccc(C2CN3CCSC3=N2)cc1,Tetramisole hydrochloride,68628
,0,,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,SKF-95282 dimaleate salt,57346360
,0,,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine dihydrochloride,67356
,0,,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,RALOXIFENE HYDROCHLORIDE,54900
,0,,Br.Oc1ccc(C2CNCc3sccc32)cc1O,SKF 89626,11957695
,0,,O=C(O)C=CC(=O)O.S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,MR-12842 (maleate),53393972
,0,,Br.CN=c1nc(-c2ccccc2)n(-c2ccccc2)s1,SCH-202676 hydrobromide,11957689
,0,,Cl.NCCc1ccc(S(=O)(=O)F)cc1,4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride,186136
,0,,Br.Br.N=C(N)SCCN,Antiradon,5940
,0,,Br.Br.N=C(N)SCCc1cnc[nH]1,Imetit dihydrobromide,11957573
,0,,Br.CCSC(=N)N,S-Ethylisothiourea hydrobromide,200213
,0,,Cl.NC(N)=NCCNS(=O)(=O)c1cccc2cnccc12,92564-34-6,6917872
,0,,Cl.Cl.NCCNS(=O)(=O)c1cccc2cnccc12,H-9 dihydrochloride,11957465
,0,,Cl.NCCc1ccc(O)cc1,Tyramine hydrochloride,66449
,0,,Cl.Cl.NCCSSCCN,Cystamine dihydrochloride,5941
,0,,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,Amprolium ion,2178
,1,,C[n+]1cccc(C(N)=O)c1,1-methylnicotinamide,457
,1,,Cn1c(=O)[nH]c2nc[nH]c2c1=O,1-Methylxanthine,80220
,1,,COc1cc(C2Oc3cc(-c4oc5cc(O)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1O,Dehydrosilybin,5467200
,1,,O=C(O)c1ccnc(C(=O)O)c1,"Pyridine-2,4-dicarboxylic acid",10365
,1,,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,"2,5-Di-tert-butylhydroquinone",2374
,1,,CCC1(CC)CCNC1=O,DEABL,9793807
,1,,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,NSC167406,220774
,1,,CC(CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O,SCHEMBL12883661,580256
,1,,O=C(C=Cc1ccccc1)OCC1(O)C(O)C(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21,"[5,6,7-trihydroxy-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-7-yl]methyl 3-phenylprop-2-enoate",73798874
,1,,CC(C)CC(=O)C(=O)O,4-methyl-2-oxopentanoic acid,70
,1,,N#Cc1c(-c2ccccc2)no[n+]1[O-],4-phenyl-3-furoxancarbonitrile,1756
,1,,CCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,1-(4-Hydroxy-3-methoxyphenyl)-4-decen-3-one,11152
,1,,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,213743-31-8,6603792
,1,,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,7-Methylxanthine,68374
,1,,O=C(O)C=CCCCCCCCO,10-hydroxydec-2-enoic acid,92837
,1,,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,"Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3.beta.,20.beta.)-",3230
,1,,CC(=O)Nc1ccc(O)cc1,acetaminophen,1983
,1,,NCCCCN=C(N)N,agmatine,199
,1,,CC(N)C(=O)O,DL-ALANINE,602
,1,,NC(=O)NC1NC(=O)NC1=O,allantoin,204
,1,,CCC(C)C(=O)C(=O)O,3-Methyl-2-oxovaleric acid,47
,1,,CC(C)C(=O)C(=O)O,3-Methyl-2-oxobutanoic acid,49
,1,,O=C(O)CCC(=O)C(=O)O,2-ketoglutaric acid,51
,1,,O=C(O)CCCCC1CCSS1,thioctic acid,864
,1,,CC(=CCCC1(C)C2CC3C(C2)C31C)CO,SCHEMBL300788,8283
,1,,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,amoxapine,2170
,1,,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Amperozide,73333
,1,,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,Alpen,2174
,1,,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,4-Hydroxyphenyl hexopyranoside,346
,1,,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,l-Arctigenin,230232
,1,,COc1ccc(CC2COC(=O)C2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,Arctii;NSC 315527;Arctigenin-4-glucoside,3660596
,1,,O=C1OC(C(O)CO)C(O)=C1O,"D-erythro-Hex-2-enonic acid, gamma-lactone",54676860
,1,,CC(=O)CCC(C)OC1OC(C)C(O)CC1O,WMB52424,73231046
,1,,CC(CCCCC=CC(=O)O)OC1OC(C)C(O)CC1O,HMS3352L13,73231047
,1,,NC(=O)CC(N)C(=O)O,DL-Asparagine,236
,1,,CC(=O)Oc1ccccc1C(=O)O,aspirin,2244
,1,,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,89250-26-0,2782115
,1,,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,baicalein,5281605
,1,,NCCC(=O)O,beta-alanine,239
,1,,C=C1CCC=C(C)CCC2C1CC2(C)C,87-44-5,26318
,1,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,"13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",450
,1,,C=C1C2CCC(C2)C1(C)CCC=C(C)CO,SANTALOL,60970
,1,,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,bezafibrate,39042
,1,,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1,BRL-15572,3654103
,1,,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,433695-36-4,2921148
,1,,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-DI-TERT-BUTYL-4-METHOXYPHENOL",10269
,1,,O=C(O)C=Cc1ccc(O)c(O)c1,DTXSID5020231,2518
,1,,O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,"3,4-Dihydroxycinnamic Acid Phenethyl Ester",108042
,1,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,caffeine,2519
,1,,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,Calycosin,5280448
,1,,CCCCCCCC(=O)O,octanoic acid,379
,1,,N#CC(C#N)=NNc1cccc(Cl)c1,555-60-2,2603
,1,,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,7295-85-4,1203
,1,,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,MLS002701906,4274774
,1,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,celecoxib,2662
,1,,O=C1CSC(c2ccccc2Cl)c2cc(Cl)ccc2N1,75450-34-9,2688
,1,,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,579-51-1,298
,1,,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,4695-61-8,2729
,1,,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CICLOPIROX,2749
,1,,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Flupentixol,17012
,1,,CCCCCCC=CCCCCCCCCCC(=O)O,VACCENIC ACID,122325
,1,,O=C(O)CC(O)(CC(=O)O)C(=O)O,citric acid,311
,1,,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,clofibrate,2796
,1,,CNc1cccc2c(S(=O)(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cccc12,,
,1,,CN(CC(=O)O)C(=N)N,creatine,586
,1,,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,DTXSID10859369,2889
,1,,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,"1-acetyl-5-chloro-8b,10a-dimethyl-7-oxo-1,2,3,3a,3b,7,7a,8,8a,8b,8c,9,10,10a-tetradecahydrocyclopenta[a]cyclopropa[g]phenanthren-1-yl acetate",2914
,1,,NC(CS)C(=O)O,DL-Cysteine,594
,1,,CC(CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C)C(=O)O,"6-(10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2-methylheptanoic acid",74426684
,1,,Cc1cccc(C)c1OCc1cc(C(=O)N2CCC(c3ccncc3)CC2)no1,Dafadine-A,24790866
,1,,CC1(C)CCc2c(ccc3c2OC(=Cc2ccc(O)cc2)C3=O)O1,"2-[(4-hydroxyphenyl)methylidene]-7,7-dimethyl-8,9-dihydrofuro[2,3-f]chromen-3-one",162996802
,1,,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,MLS003115428,2949
,1,,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,"4,5-dianilinophthalimide",1697
,1,,CC(O)CC(=O)O,3-hydroxybutyric acid,441
,1,,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,"1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid",15618
,1,,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,Periciclina,54680103
,1,,NC1C(O)OC(CO)C(O)C1O,2-Amino-2-Deoxy-Hexose,739
,1,,OCC1OC(O)C(O)C(O)C1O,Hexopyranose,206
,1,,C=CCSSSCC=C,Diallyl trisulfide,16315
,1,,O=C(O)C(Br)Br,DIBROMOACETIC ACID,12433
,1,,O=C(O)C(Cl)Cl,DICHLOROACETIC ACID,6597
,1,,CCOC(=O)C=CC(=O)OCC,Diethyl 2-butenedioate,12201
,1,,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,"Ergocristine, dihydro-",3065
,1,,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,Dihydroegotamine,3066
,1,,CN(C)C=O,"N,N-DIMETHYLFORMAMIDE",6228
,1,,CSC,dimethyl sulfide,1068
,1,,C[S+](C)[O-],dimethyl sulfoxide,679
,1,,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,Spirost-5-en-3-ol,234096
,1,,O=C(O)CC(C(=O)O)C(O)C(=O)O,isocitric acid,1198
,1,,CC(O)C(=O)O,lactic acid,612
,1,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,doxazosin,3157
,1,,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,4-Epi-6-epi Doxycycline,54681536
,1,,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,SCHEMBL525503,4484390
,1,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,EDTA,6049
,1,,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Eliprodil,60703
,1,,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,ellagic acid,5281855
,1,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,enoxacin,3229
,1,,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,"Tea, ext.",1287
,1,,CCn1c2cc(=[NH2+])ccc-2c2ccc(N)cc2c1-c1ccccc1,Ethidium,3624
,1,,CCC1(C)CC(=O)NC1=O,ethosuximide,3291
,1,,COc1cccc(C=NCCN=Cc2cccc(OC)c2O)c1O,CHEMBL3092752,5232078
,1,,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,370-86-5,3330
,1,,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,fenofibrate,3339
,1,,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,65165-92-6,135444779
,1,,CC(=O)OC1CC(C)(C)C(=C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)CC23OC2(C)CC(O)CC3(C)C)C(C)(O)C1,"3,5'-Dihydroxy-8-oxo-6',7'-didehydro-5,5',6,6',7,8-hexahydro-5,6-epoxy-beta,beta-caroten-3'-yl acetate",541529
,1,,O=C(O)c1cc(O)c(O)c(O)c1,Gallic acid,370
,1,,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,Tocopherols,14986
,1,,C=CCS[S+]([O-])CC=C,Allicin,65036
,1,,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,genistein,5280961
,1,,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,Glaucarubinone,430508
,1,,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,76946-74-2,745
,1,,OCC(O)CO,glycerol,753
,1,,NCC(=O)O,glycine,750
,1,,NC(N)=NN=Cc1c(Cl)cccc1Cl,Spectrum_000843,3517
,1,,COc1ccc(P(=S)(S)N2CCOCC2)cc1,GYY-4137 free acid,46937262
,1,,NC(Cc1cnc[nH]1)C(=O)O,DL-HISTIDINE,773
,1,,NC(CCS)C(=O)O,DL-Homocysteine,778
,1,,O=C(O)C1C2C=CC(C2)C1C(=O)O,"Bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",97965
,1,,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,120786-18-7,1253
,1,,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,beta-nicotinamide adenine dinucleotide,925
,1,,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,Icarin,5471129
,1,,c1ccc2[nH]ccc2c1,indole,798
,1,,OC1C(O)C(O)C(O)C(O)C1O,inositol,892
,1,,CCC(C)C(N)C(=O)O,2-Amino-3-methylpentanoic acid,791
,1,,C=C(C)CCO,3-METHYL-3-BUTEN-1-OL,12988
,1,,O=C1C=CC(=O)c2c(O)cccc21,juglone,3806
,1,,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,kenpaullone,3820
,1,,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,Ketanserin,3822
,1,,COc1cc(C2CC(=O)c3c(O)cc(OC4OC(COC(C)=O)C(O)C(O)C4O)cc3O2)ccc1O,LMPK12140436,42608005
,1,,COc1cc(C2Oc3c(OC)cc(CC4COC(=O)C4Cc4cc(OC)c5c(c4)C(CO)C(c4ccc(O)c(OC)c4)O5)cc3C2CO)ccc1O,SCHEMBL27103186,10010055
,1,,CC(O)=C(C#N)C(=O)Nc1cc(Br)ccc1Br,"2-Cyano-N-(2,5-dibromophenyl)-3-hydroxy-2-butenamide",54686938
,1,,COC(=O)C(N)Cc1cnc[nH]1,EINECS 230-973-9,437593
,1,,CC(C)CC(N)C(=O)O,DL-Leucine,857
,1,,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,lonidamine,39562
,1,,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,loratadine,3957
,1,,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,loxapine,3964
,1,,CCNC(=O)CCC(N)C(=O)O,DL-Theanine,228398
,1,,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,luteolin,5280445
,1,,CC(C)C(N)C(=O)O,DL-Valine,1182
,1,,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,1814-64-8,121930
,1,,O=S1(=O)N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)c2cccc3c2N1CCC3,"LY-367,265",4605800
,1,,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,154447-36-6,3973
,1,,NCCCCC(N)C(=O)O,DL-Lysine,866
,1,,Cc1ccc(CC(NC(=O)OC(C)(C)C)C(=O)O)cc1,Boc-D-4-Methylphenylalanine,4350674
,1,,COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,MLS003171545,345761
,1,,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,Metergoline phenylmethyl ester,4090
,1,,CSCCC(N)C(=O)O,Racemethionine,876
,1,,COC(=O)c1ccc(O)c(O)c1,"Methyl 3,4-dihydroxybenzoate",287064
,1,,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,Isomethergine,4140
,1,,CN1CCN2c3ccccc3Cc3ccccc3C2C1,mianserin,4184
,1,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,"4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",54687237
,1,,CN1CC=C(c2ccccc2)CC1,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",1388
,1,,CC(=CC=CC(C)C(=O)O)C1CNC(C(=O)O)C1CC(=O)O,123406-51-9,3150
,1,,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,myricetin,5281672
,1,,COC(=CC(N)=O)C(C)C(C=Cc1csc(-c2csc(C(C)C=CC=CC(C)C)n2)n1)OC,"3,5-dimethoxy-4-methyl-7-[2-[2-(7-methylocta-3,5-dien-2-yl)-1,3-thiazol-4-yl]-1,3-thiazol-4-yl]hepta-2,6-dienamide",3658056
,1,,COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,N-(2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,3626837
,1,,CC(=O)NC1C(O)OC(CO)C(O)C1O,N-Acetylhexosamine,899
,1,,CC(=O)NC(CS)C(=O)O,N-Acetyl-DL-cysteine,581
,1,,CC(=O)NC(Cc1cnc[nH]1)C(=O)O,2-acetamido-3-(1H-imidazol-5-yl)propanoic acid,273260
,1,,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,naftopidil,4418
,1,,O=C1C=CC(=O)c2c(O)ccc(O)c21,Naphthazarin,10141
,1,,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,"4H-1-Benzopyran-4-one, 7-[[2-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranosyl]oxy]-2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-, (2S)-",4441
,1,,NC(=O)c1cccnc1,nicotinamide,936
,1,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,nitrendipine,4507
,1,,O=[N+]([O-])C1CNCCN1c1ccccc1,nitrophenyl piperazine,53438236
,1,,CN(C)N=O,N-NITROSODIMETHYLAMINE,6124
,1,,CNCCC=C1c2ccccc2CCc2ccccc21,nortriptyline,4543
,1,,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,Clorotepine,1238
,1,,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,3-Hydroxyolean-12-en-28-oic acid,619166
,1,,NCCCC(N)C(=O)O,DL-Ornithine,389
,1,,O=C(O)CC(=O)C(=O)O,oxalacetic acid,970
,1,,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,oxatomide,4615
,1,,O=c1c(=O)c(=O)c2ccccc2c1=O,"1,2,3,4-Naphthalenetetrone",169137
,1,,Oc1cc(O)cc(C=Cc2ccc(O)cc2O)c1,"2,3',4,5'-Tetrahydroxystilbene",73197
,1,,CCCCCCC=CCCCCCCCC(=O)O,9-HEXADECENOIC ACID,4668
,1,,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,PARAQUAT,15939
,1,,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,paxillin,4697
,1,,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,SCHEMBL7711911,4745
,1,,NC(N)=NC(N)=NCCc1ccccc1,PHENFORMIN,8249
,1,,CC1OC(OCC2OC(Oc3cc(CCO)ccc3O)C(O)C(O)C2O)C(O)C(O)C1O,"2-methyl-6-[[3,4,5-trihydroxy-6-[2-hydroxy-5-(2-hydroxyethyl)phenoxy]oxan-2-yl]methoxy]oxane-3,4,5-triol",5326345
,1,,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OC1C(OCC2CCCCC2)CC(O)C(O)C1O)OC,"[6-(cyclohexylmethoxy)-2,3,4-trihydroxycyclohexyl] (2-methoxy-3-octadecoxypropyl) hydrogen phosphate",73093674
,1,,C=C(OP(=O)(O)O)C(=O)O,Phosphoenolpyruvic acid,1005
,1,,O=C(O)c1ccccn1,picolinic acid,1018
,1,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,957054-30-7,17755052
,1,,CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1[nH]c(OC)c(OC)c(=O)c1C,SCHEMBL9598485,4285633
,1,,CC1=CC(=O)c2c(O)cccc2C1=O,Plumbagin,10205
,1,,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,"2-[3-hydroxy-5-[2-(4-hydroxyphenyl)vinyl]phenoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",393787
,1,,OCC1OC(Oc2c(O)cc(O)cc2C=Cc2ccc(O)cc2)C(O)C(O)C1O,55327-45-2,73981748
,1,,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,3-Hydroxypregn-5-en-20-one,1027
,1,,COc1c(O)cc(C2Oc3c(c(O)cc(O)c3C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)C3O)CC2O)cc1O,274678-42-1,21881649
,1,,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2,Procyanidin,107876
,1,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,promethazine,4927
,1,,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,Propionylpromazine,24352
,1,,CCCOC(=O)c1cc(O)c(O)c(O)c1,propyl gallate,4947
,1,,O=C(O)c1ccc(O)c(O)c1,"3,4-DIHYDROXYBENZOIC ACID",72
,1,,O=c1ccc2c(OCCCCc3ccccc3)c3ccoc3cc2o1,Psora-4,6603977
,1,,O=c1ccc2cc3ccoc3cc2o1,Psoralen,6199
,1,,NCCCCN,"1,4-diaminobutane",1045
,1,,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,pyrroloquinoline quinone,1024
,1,,CC(=O)C(=O)O,Pyruvic acid,1060
,1,,O=c1c(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Compound NP-002265,14048507
,1,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,quercetin,5280343
,1,,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,Salutensin,5052
,1,,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,375823-41-9,5056
,1,,CC=Cc1ccc(OC(C)C(O)c2ccc(O)cc2)cc1,4-[1-hydroxy-2-(4-prop-1-enylphenoxy)propyl]phenol,72751401
,1,,OC1COC(O)C(O)C1O,Pentopyranose,229
,1,,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,DTXSID70896992,5099
,1,,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,"[1]Benzopyrano[3,4-b]furo[2,3-h][1]benzopyran-6(6aH)-one,1,2,12,12a-tetrahydro-8,9-dimethoxy-2-(1-methylethenyl)-, (2R,6aS,12aS)-",5102
,1,,NCc1ccccc1O,2-(Aminomethyl)phenol,70267
,1,,C=CCSSCC(N)C(=O)O,S-(Allylthio)-L-cysteine,9837024
