Compound,Life_extended,CAS Number,SMILES,PubChem_Name,PubChem_CID
,0,,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,"N-(1-hydroxybutan-2-yl)-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",4163.0
,0,,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,5097.0
,0,,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,"17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthrene-3,11-dione",521440.0
,0,,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,"11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",3640.0
,0,,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,"4-[2-(11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-oxoethoxy]-4-oxobutanoic acid",3643.0
,0,,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,"17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",521928.0
,0,,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,"[2-(17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",2863.0
,0,,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,"11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",4196.0
,0,,C#CC1(O)CCC2C3CCC4=Cc5nc6nc7ccccc7n6cc5CC4(C)C3CCC21C,"8-ethynyl-3,7-dimethyl-18,20,27-triazaheptacyclo[15.11.0.03,15.04,12.07,11.019,27.021,26]octacosa-1(28),15,17,19,21,23,25-heptaen-8-ol",72745410.0
,0,,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,"6-tert-butyl-3-azapentacyclo[11.8.1.03,8.09,22.016,21]docosa-9,11,13(22),16,18,20-hexaen-6-ol",1224.0
,0,,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O,"4-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione",3408.0
,0,,CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,"11-ethyl-6-methoxy-13-methyl-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8,16-triol",170157.0
,0,,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,"6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",2215.0
,0,,CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,"6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",30137.0
,0,,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,"3,5-dinitrobenzene-1,2-diol",3870203.0
,0,,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,"6-tert-butyl-3-(4,5-dihydro-1H-imidazol-2-ylmethyl)-2,4-dimethylphenol",4636.0
,0,,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,"2-[(3,5-ditert-butyl-4-hydroxyphenyl)methylidene]propanedinitrile",5614.0
,0,,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"3-(3,5-ditert-butyl-4-hydroxyphenyl)-2,2-dimethylpropanal",3519541.0
,0,,CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-ditert-butyl-4-(3-hydroxy-2,2-dimethylpropyl)phenol",5024764.0
,0,,CC(C)c1cccc(C(C)C)c1O,"2,6-di(propan-2-yl)phenol",4943.0
,0,,N#CC(=Cc1cc(O)c(O)c(O)c1)C(N)=C(C#N)C#N,"2-amino-4-(3,4,5-trihydroxyphenyl)buta-1,3-diene-1,1,3-tricarbonitrile",5612.0
,0,,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,"2-[(3,4,5-trihydroxyphenyl)methylidene]propanedinitrile",2061.0
,0,,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,"1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione",4212.0
,0,,O=c1[nH]ccc2c(O)cccc12,5-hydroxy-2H-isoquinolin-1-one,1340.0
,0,,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,"6-[2-phenylethyl(propyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol",1240.0
,0,,CC[N+](C)(C)c1cccc(O)c1,ethyl-(3-hydroxyphenyl)-dimethylazanium,3202.0
,0,,NC(C(=O)O)c1cc(O)cc(O)c1,"2-amino-2-(3,5-dihydroxyphenyl)acetic acid",108001.0
,0,,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,"5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol",5403.0
,0,,CC(C)NCC(O)c1cc(O)cc(O)c1,"5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol",4086.0
,0,,CCCN1CCCC(c2cccc(O)c2)C1,3-(1-propylpiperidin-3-yl)phenol,55445.0
,0,,CNCC(O)c1cccc(O)c1,3-[1-hydroxy-2-(methylamino)ethyl]phenol,4782.0
,0,,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,2-[5-hydroxy-2-(3-hydroxypropyl)cyclohexyl]-5-(2-methyloctan-2-yl)phenol,4412255.0
,0,,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,2-[(3-hydroxy-4-nitrophenyl)methylidene]propanedinitrile,2046.0
,0,,NCC(O)c1ccc(O)c(O)c1,"4-(2-amino-1-hydroxyethyl)benzene-1,2-diol",951.0
,0,,CC(N)C(O)c1ccc(O)c(O)c1,"4-(2-amino-1-hydroxypropyl)benzene-1,2-diol",3917.0
,0,,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,"4-[1-hydroxy-2-(propan-2-ylamino)butyl]benzene-1,2-diol",3762.0
,0,,CC(NC(=O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1,"2-cyano-3-(3,4-dihydroxyphenyl)-N-(1-phenylethyl)prop-2-enamide",2056.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,"2-(2,3-dihydroindole-1-carbonyl)-3-(3,4-dihydroxyphenyl)prop-2-enenitrile",4886983.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1,"2-cyano-3-(3,4-dihydroxyphenyl)-N-phenylprop-2-enamide",2055.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,"N-benzyl-2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enamide",2390.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,"2-cyano-3-(3,4-dihydroxyphenyl)-N-(2-phenylethyl)prop-2-enamide",20980959.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,"2-cyano-3-(3,4-dihydroxyphenyl)-N-(3-phenylpropyl)prop-2-enamide",2058.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCNC(=O)C(C#N)=Cc1ccc(O)c(O)c1,"2-cyano-N-[3-[[2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enoyl]amino]propyl]-3-(3,4-dihydroxyphenyl)prop-2-enamide",2389.0
,0,,N#CC(=Cc1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1,"2-(3,4-dihydroxybenzoyl)-3-(1H-indol-3-yl)prop-2-enenitrile",373911.0
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,"2-(3,4-dihydroxybenzoyl)-3-(3,4-dihydroxyphenyl)prop-2-enenitrile",2057.0
,0,,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,"2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",4138.0
,0,,NC(Cc1ccc(O)c(O)c1)C(=O)O,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",836.0
,0,,COC(=O)C(N)Cc1ccc(O)c(O)c1,"methyl 2-amino-3-(3,4-dihydroxyphenyl)propanoate",424631.0
,0,,N#CC(C#N)=Cc1ccc(O)c(O)c1,"2-[(3,4-dihydroxyphenyl)methylidene]propanedinitrile",2052.0
,0,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,"3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid",2563.0
,0,,O=C(O)Cc1ccc(O)c(O)c1,"2-(3,4-dihydroxyphenyl)acetic acid",547.0
,0,,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,"4-[2-[4-(4-hydroxyphenyl)butan-2-ylamino]ethyl]benzene-1,2-diol",36811.0
,0,,CNCCc1ccc(O)c(O)c1,"4-[2-(methylamino)ethyl]benzene-1,2-diol",4382.0
,0,,CC(=O)NCCc1ccc(O)c(O)c1,"N-[2-(3,4-dihydroxyphenyl)ethyl]acetamide",100526.0
,0,,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)c(O)c1,"N-[2-(3,4-dihydroxyphenyl)ethyl]octadec-9-enamide",443751.0
,0,,NC(Cc1cc(O)c(O)cc1O)C(=O)O,"2-amino-3-(2,4,5-trihydroxyphenyl)propanoic acid",107794.0
,0,,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",4788.0
,0,,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,"1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",425.0
,0,,Cc1[nH]c2ccc(O)cc2c1CCN,3-(2-aminoethyl)-2-methyl-1H-indol-5-ol,1574.0
,0,,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,144.0
,0,,CC(N)Cc1c[nH]c2ccc(O)cc12,3-(2-aminopropyl)-1H-indol-5-ol,2107.0
,0,,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,3-(1-methylpiperidin-4-yl)-1H-indol-5-ol,2438.0
,0,,O=C(O)Cc1c[nH]c2ccc(O)cc12,2-(5-hydroxy-1H-indol-3-yl)acetic acid,1826.0
,0,,CC(=O)NCCc1c[nH]c2ccc(O)cc12,N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide,903.0
,0,,CNCCc1c[nH]c2ccc(O)cc12,3-[2-(methylamino)ethyl]-1H-indol-5-ol,150885.0
,0,,C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,"1,13-dimethyl-10-prop-2-enyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",1235.0
,0,,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,"10-(cyclopropylmethyl)-1,13-dimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",19143.0
,0,,C=CCN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,"5-phenyl-3-prop-2-enyl-1,2,4,5-tetrahydro-3-benzazepine-7,8-diol",1241.0
,0,,CN1CCC2(C)c3cc(O)ccc3N(C)C12,"3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-ol",1250.0
,0,,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,"17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",3918.0
,0,,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,"17-prop-2-enyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",3912.0
,0,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",698.0
,0,,CC(CN1CCC(Cc2ccccc2)CC1)C(O)c1ccc(O)cc1,4-[3-(4-benzylpiperidin-1-yl)-1-hydroxy-2-methylpropyl]phenol,4061954.0
,0,,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,4-[1-hydroxy-2-(4-phenylbutan-2-ylamino)propyl]phenol,4567.0
,0,,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,4-[2-(4-benzylpiperidin-1-yl)-1-hydroxypropyl]phenol,3689.0
,0,,CNCC(O)c1ccc(O)cc1,4-[1-hydroxy-2-(methylamino)ethyl]phenol,7172.0
,0,,N#CC(=Cc1ccc(O)cc1)C(N)=C(C#N)C#N,"2-amino-4-(4-hydroxyphenyl)buta-1,3-diene-1,1,3-tricarbonitrile",2045.0
,0,,NNC(=O)c1ccc(O)cc1,4-hydroxybenzohydrazide,1742.0
,0,,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,"4-[2,5-bis(4-hydroxyphenyl)-4-propylpyrazol-3-yl]phenol",5040063.0
,0,,CC(N)(Cc1ccc(O)cc1)C(=O)O,2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid,3125.0
,0,,COC(=O)C(C)(N)Cc1ccc(O)cc1,methyl 2-amino-3-(4-hydroxyphenyl)-2-methylpropanoate,2112.0
,0,,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,4-[2-[[1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]amino]ethyl]phenol,31729.0
,0,,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide,3869.0
,0,,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,"5-[(3-carboxy-4-hydroxyphenyl)-(3-carboxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2-hydroxybenzoic acid",2259.0
,0,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,2083.0
,0,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,"N-(4-hydroxyphenyl)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenamide",1744.0
,0,,Oc1ccc(O)cc1,"benzene-1,4-diol",785.0
,0,,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,"3-(2-hydroxyphenyl)-6-(3-nitrophenyl)-1,4-dihydropyrimidin-2-one",161930.0
,0,,Oc1ccccc1O,"benzene-1,2-diol",289.0
,0,,C[N+](C)(C)CCO,2-hydroxyethyl(trimethyl)azanium,305.0
,0,,CCCCCC=CCC(O)C=Cc1cccc(CC(O)CCCCO)n1,"6-[6-(3-hydroxyundeca-1,5-dienyl)pyridin-2-yl]hexane-1,5-diol",6610320.0
,0,,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",3108.0
,0,,CCCCCCCCC=CCCCCCCCC(=O)NCCO,N-(2-hydroxyethyl)octadec-9-enamide,4383.0
,0,,CCCCCCCCCCCCCCCC(=O)NCCO,N-(2-hydroxyethyl)hexadecanamide,4671.0
,0,,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,2-[[6-(benzylamino)-9-methylpurin-2-yl]amino]ethanol,4592.0
,0,,N=c1nc(N2CCCCC2)cc(N)n1O,1-hydroxy-6-imino-4-piperidin-1-ylpyrimidin-2-amine,135743713.0
,0,,CP(=O)(O)C1=CCNCC1,"methyl(1,2,3,6-tetrahydropyridin-4-yl)phosphinic acid",5521.0
,0,,CP(=O)(O)CCCN,3-aminopropyl(methyl)phosphinic acid,5230.0
,0,,CC1OC1P(=O)(O)O,(3-methyloxiran-2-yl)phosphonic acid,3417.0
,0,,NC(CP(=O)(O)O)C(=O)O,2-amino-3-phosphonopropanoic acid,3857.0
,0,,O=C(O)CP(=O)(O)O,2-phosphonoacetic acid,546.0
,0,,NC(CCP(=O)(O)O)C(=O)O,2-amino-4-phosphonobutanoic acid,2207.0
,0,,NC(Cc1cccc(-c2ccccc2CP(=O)(O)O)c1)C(=O)O,2-amino-3-[3-[2-(phosphonomethyl)phenyl]phenyl]propanoic acid,4779.0
,0,,CC(C)(CCP(=O)(O)O)C(=O)O,"2,2-dimethyl-4-phosphonobutanoic acid",6603928.0
,0,,NC(CCCP(=O)(O)O)C(=O)O,2-amino-5-phosphonopentanoic acid,1216.0
,0,,NC(CCCCCP(=O)(O)O)C(=O)O,2-amino-7-phosphonoheptanoic acid,3122.0
,0,,NCCCP(=O)(O)O,3-aminopropylphosphonic acid,97587.0
,0,,O=C(O)C1CN(CCCP(=O)(O)O)CCN1,4-(3-phosphonopropyl)piperazine-2-carboxylic acid,1228.0
,0,,CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O,"2-amino-3-[5-tert-butyl-3-(phosphonomethoxy)-1,2-oxazol-4-yl]propanoic acid",4615193.0
,0,,CNc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(COP(=O)(O)O)O1,[5-[6-(methylamino)purin-9-yl]-2-(phosphonooxymethyl)oxolan-3-yl] dihydrogen phosphate,3985498.0
,0,,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,"2-[[2-[[hydroxy-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyphosphoryl]amino]-4-methylpentanoyl]amino]-3-(1H-indol-3-yl)propanoic acid",4802.0
,0,,NC(COP(=O)(O)O)C(=O)O,2-amino-3-phosphonooxypropanoic acid,106.0
,0,,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",930.0
,0,,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl [hydroxy-[2-(trimethylazaniumyl)ethoxy]phosphoryl] phosphate",3901273.0
,0,,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,"[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",1158.0
,0,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[[hydroxy(phosphonooxy)phosphoryl]methyl]phosphinic acid",3104.0
,0,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate",194.0
,0,,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,(2-methoxy-3-octadecoxypropyl) 2-(trimethylazaniumyl)ethyl phosphate,1392.0
,0,,CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,[2-ethoxy-3-(hexadecanoylamino)propyl] 2-(trimethylazaniumyl)ethyl phosphate,361655.0
,0,,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,[2-ethoxy-3-(octadecanoylamino)propyl] 2-(trimethylazaniumyl)ethyl phosphate,72241.0
,0,,Cc1nc(N=Nc2ccc(C(=O)O)cc2)c(COP(=O)(O)O)c(C=O)c1O,4-[[4-formyl-5-hydroxy-6-methyl-3-(phosphonooxymethyl)pyridin-2-yl]diazenyl]benzoic acid,5052387.0
,0,,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,N-[bis(propan-2-ylamino)phosphoryloxy-(propan-2-ylamino)phosphoryl]propan-2-amine,5420.0
,0,,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,"6-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol",274.0
,0,,N#CC(=C(N)Sc1ccccc1N)C(C#N)=C(N)Sc1ccccc1N,"2,3-bis[amino-(2-aminophenyl)sulfanylmethylidene]butanedinitrile",5637.0
,0,,CSC(N)=NCCCC(N)C(=O)O,2-amino-5-[[amino(methylsulfanyl)methylidene]amino]pentanoic acid,5148969.0
,0,,CC(C)(C)c1ccc(S(=O)(=O)C=CC#N)cc1,3-(4-tert-butylphenyl)sulfonylprop-2-enenitrile,2302.0
,0,,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,N-[2-(diethylamino)ethyl]-2-methoxy-5-methylsulfonylbenzamide,5467.0
,0,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,2-[6-fluoro-2-methyl-3-[(4-methylsulfonylphenyl)methylidene]inden-1-yl]acetic acid,114866.0
,0,,Cc1ccccc1N1CCN(S(=O)(=O)CC23CCC(CC2NC(=O)C(N)CCS(C)(=O)=O)C3(C)C)CC1,"2-amino-N-[7,7-dimethyl-1-[[4-(2-methylphenyl)piperazin-1-yl]sulfonylmethyl]-2-bicyclo[2.2.1]heptanyl]-4-methylsulfonylbutanamide",21476314.0
,0,,CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1cc3c([nH]1)CCCC3)C(=O)N2,"N,N-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1H-indol-2-ylmethylidene)-1H-indole-5-sulfonamide",5309.0
,0,,NS(=O)(=O)C#Cc1ccccc1,2-phenylethynesulfonamide,327653.0
,0,,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12,"6-nitro-2,3-dioxo-1,4-dihydrobenzo[f]quinoxaline-7-sulfonamide",3272524.0
,0,,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,2471.0
,0,,CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,"9-(dimethylsulfamoylamino)-4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline",5251926.0
,0,,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,5-(3-methylpiperazin-1-yl)sulfonylisoquinoline,1352.0
,0,,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,3-[2-[2-(4-methylpiperidin-1-yl)ethyl]pyrrolidin-1-yl]sulfonylphenol,4184551.0
,0,,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,5-(2-methylpiperazin-1-yl)sulfonylisoquinoline,3542.0
,0,,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,5-piperazin-1-ylsulfonylisoquinoline,3545.0
,0,,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,1989.0
,0,,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide,3478.0
,0,,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1-butyl-3-(4-methylphenyl)sulfonylurea,5505.0
,0,,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1-(azepan-1-yl)-3-(4-methylphenyl)sulfonylurea,5503.0
,0,,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1,N-[3-[cyclohexylidene(1H-imidazol-5-yl)methyl]phenyl]ethanesulfonamide,6603710.0
,0,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,N-[4-(acridin-9-ylamino)-3-methoxyphenyl]methanesulfonamide,2179.0
,0,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,4495.0
,0,,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,5253.0
,0,,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,4-amino-N-(2-phenylpyrazol-3-yl)benzenesulfonamide,5335.0
,0,,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,"4-amino-N-[2,6-bis(methylamino)pyrimidin-4-yl]benzenesulfonamide",5312145.0
,0,,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,[1-[2-(methanesulfonamido)ethyl]piperidin-4-yl]methyl 1-methylindole-3-carboxylate,119376.0
,0,,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1,[1-[2-(methanesulfonamido)ethyl]piperidin-4-yl]methyl 5-fluoro-2-methoxy-1H-indole-3-carboxylate,4284721.0
,0,,CNCCNS(=O)(=O)c1cccc2cnccc12,N-[2-(methylamino)ethyl]isoquinoline-5-sulfonamide,3540.0
,0,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,2-[6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetic acid,5352.0
,0,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole",3883.0
